,is_spam,sms
4757,0,ok tell I wat time come later
4758,0,repeat e instruction e road name house
4759,0,many people seem special first sight remain special till last sight maintain till life end
4760,0,quite dun tell wait get complacent
4761,0,sorry completely forget pop round week still
4762,0,r beautiful girl give ever see r baby come c I common room
4763,0,see join denis mind deni want alone time
4764,0,man tell go join uncle finance
4765,0,hey one day fro ask mind ilyin take leave go karaoke
4766,0,call I I entail sac
4767,0,especially since I talk boston personal statement I would change I realize say ny say boston
4768,0,indeed way either
4769,1,urgent call lanoline complimentary tibia holiday cash await collection po box pp
4770,0,holy living christ take long
4771,0,ii wat eat tonight
4772,0,come back sun finish dinner go back hotel time fly exactly th today hope well many come
4773,0,opposite side drop
4774,0,izzit still rain heavily cos e meet I c outside
4775,0,send I resume
4776,0,go luck exam
4777,0,ask next sit make ok
4778,0,sorry uncle ill keep touch
4779,0,see gun doll last night patrick sway great
4780,1,urgent nd attempt contact prize yesterday still await collection claim call
4781,1,santa call would little one like call santa eve call book time callsppm last mind wwsantacallingcom
4782,0,come home I want miserable
4783,0,I know get message
4784,0,cool tyler take donna buy drop place later tonight total order quarter get enough
4785,0,guy car shop flirt I get phone number paperwork call test I nervous course may address I call boss tell know may get fire
4786,0,reverse cheat mathematic
4787,0,plan manage
4788,0,er hello thing quite go plan limp slowly home follow exhaust hang
4789,0,sorry delay yes master
4790,0,call I finish I come n pick
4791,1,private account statement show redeem bonus point claim call identify code expire
4792,0,ogg leave phone home see message hope good great weekend
4793,0,worry though I understand important I put place poorly think punishment face bad thing ever happen I erb donna go kill
4794,0,honey pus find much sell predict siberia many time use important reply monday
4795,0,e admit building I might b slightly early ill call reach
4796,0,foi swing room whenever
4797,0,I call leave min ok
4798,0,ummaah many many happy return day dear sweet heart happy birthday dear
4799,0,ii home work I
4800,0,anything valuable situation first get second look
4801,0,I mark take forever pick prescription pain come back
4802,0,paper
4803,0,get small capacity one quite ex
4804,1,check choose babe video smsshsexnetun fgkslpopw fgkslpo
4805,0,good I think
4806,1,r winner ave specially select receive cash holiday flight speak live operator claim pain
4807,0,think bout drink tap smile seven pub gas st broad st canal ok
4808,0,I go sleep I tired travel
4809,0,hata I think
4810,0,give I problem may ill leave
4811,0,try make day little interesting
4812,0,long get reply defer admission til next smelter
4813,0,word checkmate chess come persian phrase shah meat mean king dead goodmorning good day
4814,0,po de need job ah
4815,0,rat hey ever vote next theme
4816,1,new mobile must go txt nikita collect today wwtcbiz stout gbpmtmsg txtauction
4817,0,I hope see burn tone
4818,0,oh rite well good mate peter I go week eva long week
4819,0,may wait party together
4820,0,photoshop make computer shut
4821,0,boy make fun I today ok I problem I send one message fun
4822,0,one issue california okay snow manageable
4823,1,private account statement show redeem I point call identify code expire
4824,0,mm may try e shopping area one forget e name hotel
4825,0,awesome donna soon later tonight
4826,0,I need detail online job
4827,1,win value vodafone customer computer pick win prize collect easy call
4828,0,miss toopray shah allah
4829,0,pus help I tell ash I find number oh
4830,0,I escape theatre go watch kavalan minute
4831,0,increase chance win
4832,0,either way work I I leave year old hope bother
4833,0,maybe find something else instead
4834,0,gain right wifedont demand try husband toilet see
4835,0,I like new house
4836,0,fine hope also
4837,0,also north carolina texas would go site pay test result send
4838,0,yes baby I need stretch open hussy
4839,0,thank bomb date phone want say
4840,0,ok
4841,0,hey guy I know breathe neck get bud anyway able get half track tonight
4842,0,response one powerful weapon occupy place heart
4843,0,nikita phone lovely
4844,1,free messagethank use auction subscription service pmsgrcvd skin auction txt subscribe txt stop customercare
4845,1,bored housewife chat n date national rate pain lanoline
4846,0,sorry today I come play drive class
4847,0,really sorry I light hair fire
4848,0,oh shit I think trip lool make much sense gain sofa reference sleep couch link send I want go trip oh babe go celebration rent
4849,0,obey dovey swashbuckling stuff oh
4850,0,watch cartoon listen music amp eve go temple amp church
4851,0,tension face smile face waste face innocent face terror face cruel face romantic face movable face decent face leave joke face
4852,0,lip cell dead I come well respond else shall come back
4853,0,well know I mean test
4854,0,hi dis yijue I would happy work I get
4855,0,loops sorry fun
4856,0,wat happen cruise thing
4857,0,I know dat feeling peter would get nether place nether time may
4858,1,lyricalladief invite friend reply yes see wwsmsacuhmmross stop send stop find
4859,0,world happy fund never character dey good understanding difference
4860,1,polyphonic tone mob every week txt st tone free get thin tell friend tone reply
4861,0,yeah open chat click friend list make list easy pie
4862,0,alright tyler get minor crisis home soon think sap
4863,0,whenwhere I pick
4864,0,usual call I smith
4865,0,new theory argument win situation lose person argue friend kick amp say always correct
4866,0,many thing antibiotic use chest abdomen go infection even bone infection
4867,0,poor girl go one day may
4868,0,time
4869,1,today vodafone number end select receive award number match call receive award
4870,0,pus make note expose also find school anyone else vomit dog cat house let I know later
4871,0,japanese proverb one none must indian version one let none leave finally herald version one stop none make strike
4872,0,sound like could lot time spend hastily device boy gain take beating like good dog go lounge nice long bath
4873,0,bad use half way stop well complete
4874,0,miserable tell side effect birth control massive gut wrench cramp first month I sleep last night
4875,0,send I new number
4876,0,convey regard
4877,1,want late video hand daytime network mind half price line rental reply call delivery tomorrow
4878,0,half year I miss friendship
4879,0,I pick phone right pus send message
4880,0,oh suck sake like tallahassee
4881,0,hata first person I donna ask
4882,1,ou guarantee late nikita phone go upon player prize txt word collect ibhltd lunch pmtmsgrcvd
4883,0,take wat time wan come n look
4884,1,free polyphonic ringtone text super get free poly tone week sn pobox subscription pp
4885,0,reach another stop
4886,0,I mean post I write like many time give write stuff I let sit I feel time I angry I leave I hit send stop want I check phone I get car want say sleep bore time clean fold sundry etc least make bed
4887,1,warn village c coin farewell sit warn village get free med popcornjust show msgticketkioskvalid c risk reply sonya film offer
4888,0,come online today night
4889,0,anything special
4890,0,solihull want anything
4891,0,good day
4892,0,regret inform nos make mistaken never actually bornplease report local hospital b terminate r sorry inconvenience
4893,0,love holiday monday feel even I go dentist hour
4894,0,I way tirupur
4895,1,goal arsenal henry v liverpool henry score simple shot yard pass bergkamp give arsenal goal margin mind
4896,0,already get flay parent itsnot suppose child job support parentnot ride age anyway suppose support give hurt unintentional hurt nonetheless
4897,0,take hoch walk today I fall split graze knee everything stay home see tomorrow
4898,0,drop om back
4899,1,nd time try contact win pound prize claim easy call p per min btnationalrate
4900,0,sit wait everyone get suite I take shower
4901,0,call see facebook hut
4902,0,g say never answer text confirmdeny
4903,0,common hearing r wat r day let I ask something different smile today god long
4904,0,hi dear call I urgent I know problem want work problem least tell I wait reply
4905,0,oh ah never cancel let hata
4906,0,go e normal plate
4907,0,ok let I leave house
4908,0,oh yes like torture watch england
4909,0,anna art
4910,0,hop walnut pass remember go sister something
4911,1,get takes take part wry rally oz lucozade energy text rally le p see pack lucozadecoukwrc could
4912,1,hi sexychat girl wait text text great night chat send stop stop service
4913,0,good morning boston mummy lip sex gun think I grave I need I
4914,0,match startedindia leave
4915,0,free call I sir
4916,0,hey want anything buy
4917,0,hey babe go ever figure go new year
4918,0,congratulation
4919,0,g want know fuck
4920,0,cancel yeah baby well sound important I understand darling give I ring later one love kate x
4921,0,tomorrow I want got court ltdecimalgt come bus stand
